Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3000;2020;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 2P;8,4;9,4;10,7;11,7;13,3;10,4;380;430;480;524;554;478;46;771;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 3P;7,2;8,2;9,3;10,5;11,6;9,1;490;550;610;670;750;617;68;584;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;;2. 1 an et plus;;6,9;8,1;9,5;10,9;12,5;9,0;370;450;555;700;880;593;66;5283;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 4P+;6,0;7,3;8,4;9,8;10,3;8,2;550;654;800;900;958;786;96;1043;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 1P;8,8;10,6;12,6;15,0;17,1;12,3;280;315;350;388;414;352;29;637;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 2P;8,4;9,6;10,8;11,8;12,9;10,5;370;407;460;511;554;461;44;1934;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 3P;6,9;7,9;9,3;10,0;11,0;8,9;460;514;600;655;706;589;66;1669;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;;;7,0;8,1;9,5;10,9;12,6;9,0;353;413;500;627;765;538;60;2549;7720;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 4P+;5,4;6,8;7,7;9,1;9,9;7,6;530;613;724;850;977;753;99;356;1804;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 1P;9,0;10,0;12,0;13,8;15,8;11,5;266;300;348;370;425;340;29;391;850;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 2P;8,1;9,0;10,2;11,3;12,9;10,0;363;395;440;490;550;448;45;1025;2724;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 3P;7,1;7,9;9,2;10,1;11,3;9,0;457;500;579;650;690;580;65;777;2342;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;1. Moins de 1 an;;7,3;8,4;9,8;11,2;13,3;9,4;360;420;500;626;799;533;57;736;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;1. Avant 1946;2. 1 an et plus;;6,8;8,0;9,4;10,7;12,3;8,8;350;410;500;631;730;540;62;1813;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;;;6,4;7,8;9,1;10,4;11,9;8,8;380;460;529;640;782;564;64;993;8148;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 4P+;6,0;6,9;8,1;8,9;10,0;8,0;500;550;640;835;930;694;87;296;2376;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 1P;10,1;11,7;16,0;17,7;18,8;14,0;335;340;376;395;414;372;27;71;754;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 2P;7,7;9,1;10,5;11,6;12,8;10,0;360;405;450;500;545;454;45;214;2165;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 3P;6,7;8,1;9,1;10,0;10,9;8,8;450;500;536;620;655;553;62;412;2853;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;1. Moins de 1 an;;7,5;8,5;9,3;10,9;12,7;9,4;385;480;535;645;770;570;61;230;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;2. Entre 1946-1970;2. 1 an et plus;;6,4;7,6;9,0;10,3;11,8;8,6;375;450;525;630;807;561;65;763;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;;;6,9;8,2;9,6;11,3;13,9;9,0;356;430;520;700;900;582;65;1020;7514;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 4P+;6,0;7,1;8,3;9,2;10,3;8,1;514;622;800;910;1089;793;98;242;2380;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 1P;11,2;12,6;13,9;16,7;17,1;13,7;303;320;354;370;410;351;26;227;1140;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 2P;8,8;9,4;10,7;11,5;12,8;10,4;380;414;460;500;529;459;44;329;1971;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 3P;6,7;7,6;8,7;9,9;10,7;8,5;485;557;630;695;750;627;74;222;2022;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;1. Moins de 1 an;;6,7;8,1;10,0;11,8;14,3;9,0;338;415;510;640;879;568;63;249;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;3. Entre 1971-1990;2. 1 an et plus;;6,9;8,2;9,6;10,9;13,7;9,0;360;432;526;700;900;588;65;771;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;;;7,8;8,5;9,9;11,0;12,4;9,4;425;505;642;857;920;668;71;1050;6128;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 4P+;7,8;7,9;9,4;10,2;10,6;9,0;680;777;868;916;956;848;94;223;1907;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 1P;10,1;11,9;12,0;14,4;16,8;12,6;300;308;340;370;400;344;27;116;584;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 2P;9,2;10,2;11,1;12,4;12,7;11,0;422;460;500;530;570;493;45;445;1906;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 3P;6,7;7,9;9,1;10,0;11,0;8,8;500;548;600;668;741;614;70;266;1730;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;1. Moins de 1 an;;7,9;9,0;10,2;11,2;12,0;9,7;412;515;600;870;900;663;69;273;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;4. Entre 1991-2005;2. 1 an et plus;;7,8;8,3;9,9;11,0;12,4;9,3;427;505;650;833;920;670;72;777;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;;;7,9;8,9;10,2;11,6;13,0;9,6;405;519;631;781;900;647;67;1607;5325;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 4P+;6,5;7,9;8,9;10,0;10,6;8,6;706;797;850;904;950;856;99;213;1521;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 1P;8,1;10,1;13,2;14,3;15,0;11,9;320;350;391;405;410;377;32;126;296;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 2P;10,0;10,6;11,6;12,2;13,3;11,5;431;474;520;536;575;507;44;692;1730;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 3P;8,1;8,9;9,9;10,8;11,8;9,7;544;617;655;700;750;651;67;576;1778;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;1. Moins de 1 an;;8,9;9,5;10,5;12,0;13,7;10,2;415;520;614;730;850;633;62;448;;Estimation directe
B3000;2020;Agglomération de Nîmes;;;5. Après 2005;2. 1 an et plus;;7,3;8,5;10,1;11,3;12,5;9,4;405;517;640;801;900;653;70;1159;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;;;7,1;7,9;9,3;10,2;11,3;8,8;525;650;810;900;958;783;88;713;8369;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;;Maison 1-3P;6,5;7,9;9,4;11,3;13,3;9,1;405;513;600;700;794;611;67;226;2872;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;;Maison 4P+;7,3;7,9;9,1;10,1;10,6;8,8;680;801;870;930;1061;872;100;487;5497;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;;7,7;8,7;9,7;10,6;13,3;9,3;525;650;800;890;950;779;83;169;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;Maison 1-3P;7,9;8,7;10,5;13,0;14,3;9,6;400;525;600;750;807;633;66;64;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;Maison 4P+;7,7;8,5;9,5;10,0;10,5;9,2;700;850;867;900;1100;887;96;105;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;2. 1 an et plus;;6,7;7,8;9,0;10,1;10,9;8,7;506;650;812;904;958;784;90;544;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;2. 1 an et plus;Maison 1-3P;6,5;7,6;9,1;10,2;12,0;8,8;405;500;613;684;750;601;68;162;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;;2. 1 an et plus;Maison 4P+;7,0;7,9;9,0;10,1;10,6;8,6;654;800;870;930;1038;868;100;382;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;1. Avant 1946;;;6,5;7,5;8,7;10,0;11,4;8,5;486;565;672;850;925;705;83;184;1708;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;1. Avant 1946;;Maison 1-3P;6,7;7,5;9,0;11,3;13,3;9,0;470;500;600;684;800;610;68;105;892;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;1. Avant 1946;;Maison 4P+;5,5;7,2;8,4;9,8;10,0;8,0;591;781;850;880;1150;838;105;79;815;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;48;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;1. Avant 1946;2. 1 an et plus;;6,0;7,1;7,8;9,8;10,6;8,0;470;513;650;830;957;689;86;136;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;;6,4;7,7;8,9;10,9;11,6;8,8;450;500;804;900;1100;760;86;80;1445;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;21;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;Maison 4P+;7,7;7,8;8,5;10,0;10,1;8,8;620;815;886;1049;1112;907;103;59;813;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;15;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;2. 1 an et plus;;6,4;7,7;8,5;10,1;11,6;8,5;450;500;804;904;1100;743;87;65;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;;4,6;7,4;9,1;10,0;10,8;8,4;600;700;816;950;1100;834;100;126;1862;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;28;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;Maison 4P+;6,9;7,4;9,1;10,0;10,4;8,5;720;800;904;1000;1150;905;107;98;1356;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;31;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;2. 1 an et plus;;7,4;8,2;9,2;10,0;10,6;8,6;650;700;830;930;1087;832;97;95;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;;7,8;7,9;9,4;10,2;10,8;9,1;600;680;857;911;950;814;90;175;1957;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;31;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;Maison 4P+;7,8;8,4;9,6;10,2;10,8;9,1;680;797;870;920;956;855;94;144;1430;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;2. 1 an et plus;;7,8;7,9;9,4;10,2;10,8;9,0;600;700;842;916;950;811;90;141;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;5. Après 2005;;;7,9;8,2;9,7;10,6;13,0;9,3;525;750;847;900;950;800;86;148;1398;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;41;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;5. Après 2005;;Maison 4P+;7,3;8,2;9,0;10,1;10,6;8,9;780;847;890;915;950;886;99;107;1083;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;41;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Maison;5. Après 2005;2. 1 an et plus;;7,3;8,2;9,5;10,6;11,0;9,0;654;780;850;900;950;830;92;107;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;;;7,1;8,4;9,8;11,3;13,0;9,3;358;420;510;619;704;528;57;6506;26466;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;;Appart 1P;9,0;10,8;12,7;15,1;17,1;12,4;285;317;350;380;414;351;28;927;3496;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;;Appart 2P;8,4;9,4;10,8;11,8;13,0;10,4;372;411;460;514;550;464;44;2668;9795;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;;Appart 3P;7,1;8,2;9,4;10,2;11,2;9,1;463;520;600;650;700;585;65;2068;8684;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;;Appart 4P+;5,6;6,7;7,8;8,8;9,9;7,7;500;570;700;788;900;697;91;843;4491;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;;7,4;8,8;10,0;11,5;13,3;9,6;360;426;510;610;700;528;55;1767;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 1P;9,4;11,8;13,1;15,4;17,5;12,8;300;320;355;380;414;353;28;293;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 2P;8,4;9,4;10,7;11,7;13,3;10,4;380;425;471;520;550;471;45;755;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 3P;7,3;8,4;9,2;10,3;11,5;9,1;480;525;610;650;700;597;65;537;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 4P+;6,3;7,1;8,1;8,8;10,2;8,1;530;560;730;870;920;735;91;182;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;;6,9;8,3;9,7;11,2;12,8;9,2;355;420;512;620;709;529;58;4739;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 1P;8,8;10,6;12,6;14,4;17,1;12,2;280;315;350;380;414;350;29;634;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 2P;8,4;9,5;10,8;11,9;12,9;10,5;370;406;459;510;550;460;44;1913;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 3P;7,1;8,2;9,4;10,2;11,0;9,0;460;514;591;650;699;580;64;1531;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 4P+;5,6;6,6;7,8;8,8;9,8;7,5;480;570;693;765;900;687;91;661;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;;7,1;8,4;9,6;11,0;12,7;9,1;350;400;480;600;690;503;55;2365;6013;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 1P;9,0;10,0;12,0;13,8;15,8;11,5;266;300;350;370;425;340;30;389;804;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 2P;8,1;9,1;10,1;11,3;12,9;9,9;360;395;440;490;540;442;44;1004;2451;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 3P;7,3;8,3;9,2;10,2;11,1;9,0;450;500;570;627;680;567;63;695;1769;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 4P+;5,4;6,6;7,5;8,8;9,2;7,3;520;610;700;750;879;701;96;277;988;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;1. Moins de 1 an;;7,1;8,3;9,8;11,1;13,3;9,3;357;400;470;560;650;493;53;688;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;2. 1 an et plus;;7,1;8,4;9,6;10,9;12,5;9,0;342;400;485;609;700;508;56;1677;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;;6,6;7,8;9,1;10,4;12,0;8,8;375;450;520;610;685;535;61;913;6703;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 1P;10,1;11,7;16,0;17,7;18,8;14,0;335;340;376;395;414;372;27;71;719;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 2P;7,6;8,8;10,5;11,4;13,2;9,9;353;391;450;500;545;450;45;212;2020;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 3P;7,2;8,2;9,2;10,0;10,7;8,9;463;501;539;611;650;553;62;393;2401;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 4P+;6,0;6,7;7,7;8,8;9,7;7,6;475;521;600;685;850;627;82;237;1564;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,4;8,4;9,1;10,9;14,6;9,2;385;470;526;620;685;545;59;215;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;6,4;7,6;9,1;10,3;11,9;8,6;365;450;520;600;675;531;61;698;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;;6,9;8,4;9,9;11,8;14,3;9,3;347;400;480;600;720;514;55;894;5652;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 1P;11,2;12,6;13,9;16,7;17,1;13,7;303;320;354;370;410;351;26;227;1113;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 2P;8,8;9,4;10,6;11,4;12,7;10,4;380;411;460;500;526;459;44;326;1848;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 3P;6,8;7,6;8,6;9,8;10,4;8,7;476;520;610;655;720;603;70;197;1667;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 4P+;6,0;6,6;7,5;8,5;9,2;7,6;480;560;700;800;900;685;90;144;1024;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;7,5;8,6;10,3;12,6;14,3;9,6;320;390;480;560;750;506;53;218;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,9;8,2;9,7;11,4;14,3;9,2;358;410;485;600;720;517;56;676;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;;7,7;8,9;10,5;11,9;12,7;9,8;370;460;530;655;754;559;57;875;4171;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 1P;10,1;11,9;12,0;14,4;16,8;12,6;300;308;340;370;400;344;27;116;569;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 2P;9,2;10,3;11,1;12,4;12,7;11,0;422;460;500;530;570;492;45;438;1796;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 3P;6,7;7,6;9,5;10,4;11,4;8,9;500;530;600;690;741;602;68;242;1329;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 4P+;7,8;7,8;8,8;9,8;10,2;8,7;700;721;740;870;982;820;94;79;478;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;8,7;9,7;10,6;11,8;12,0;10,2;370;450;535;626;870;571;56;239;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,6;8,8;10,4;12,0;12,7;9,6;366;460;513;672;740;554;58;636;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;;7,9;9,1;10,6;12,0;13,0;9,9;400;481;565;658;730;573;58;1459;3926;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 1P;8,1;8,8;11,6;13,2;13,9;11,0;311;350;350;401;410;366;33;124;291;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 2P;10,0;10,8;11,7;12,3;13,3;11,5;430;473;520;538;590;506;44;688;1681;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 3P;7,5;8,9;9,9;10,7;11,8;9,6;529;609;650;690;730;639;67;541;1517;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 4P+;5,5;6,4;8,3;9,2;10,5;7,7;570;680;751;814;935;764;100;106;437;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;1. Moins de 1 an;;8,8;9,5;10,8;12,0;13,3;10,3;430;495;600;670;730;586;57;407;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;2. 1 an et plus;;7,2;8,9;10,5;11,8;12,9;9,7;378;473;553;650;740;566;59;1052;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;;7,2;8,6;10,0;11,3;12,9;9,4;357;425;520;650;802;555;59;6339;25234;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Maison 1-3P;7,3;8,8;9,9;12,8;14,3;9,9;405;500;650;750;800;626;63;116;1177;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 4P+;6,2;7,1;8,4;9,5;10,3;8,2;520;600;740;881;972;762;93;953;5474;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Maison 4P+;7,2;8,6;9,5;10,2;11,0;9,1;606;831;880;950;1113;903;100;219;1777;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 1P;9,2;10,8;12,6;14,8;17,0;12,3;281;315;350;380;414;349;28;890;3198;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 2P;8,5;9,7;10,9;11,8;12,9;10,5;371;409;460;518;550;463;44;2511;8357;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 3P;7,2;8,3;9,4;10,3;11,2;9,1;460;519;600;650;700;585;64;1869;7028;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 4P+;5,8;6,8;7,8;9,0;9,9;7,8;497;566;690;780;900;694;89;734;3698;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 1P;9,2;10,8;12,7;15,0;17,0;12,4;283;315;350;385;414;351;28;893;3275;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 2P;8,5;9,7;10,9;11,8;12,9;10,6;372;410;462;519;550;464;44;2533;8717;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 3P;7,1;8,3;9,4;10,3;11,3;9,1;458;520;600;655;721;595;65;1960;7768;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;;7,6;9,0;10,2;11,8;13,5;9,8;355;425;520;636;797;547;56;1719;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;6,8;7,7;8,7;10,0;10,2;8,7;560;650;850;889;1000;805;93;194;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;9,4;11,8;13,0;15,4;17,0;12,6;300;320;355;380;414;351;28;282;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 2P;8,7;9,8;10,9;11,9;13,3;10,7;380;421;473;520;550;471;44;721;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 3P;7,3;8,5;9,4;10,5;11,8;9,3;480;535;610;650;750;607;65;522;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;;6,9;8,4;9,8;11,1;12,7;9,2;359;424;522;650;810;558;61;4620;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 4P+;6,0;6,9;8,4;9,4;10,3;8,1;500;600;724;881;957;751;93;759;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 1P;9,2;10,8;12,6;14,6;16,9;12,3;275;313;350;391;414;350;29;611;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 2P;8,5;9,6;10,8;11,7;12,7;10,5;370;403;458;512;556;461;44;1812;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 3P;7,0;8,2;9,4;10,2;11,0;9,1;450;514;600;655;710;589;65;1438;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;;7,3;8,4;9,8;11,1;12,9;9,2;342;400;490;610;720;521;57;2359;5392;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 4P+;5,6;6,9;7,8;9,2;10,0;7,7;550;610;711;850;1003;756;98;298;937;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 1P;9,0;10,0;12,0;13,8;15,8;11,5;266;300;343;370;425;338;29;382;718;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 2P;8,1;9,3;10,4;11,3;12,9;10,1;353;391;430;485;540;439;43;981;2191;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 3P;7,3;8,2;9,3;10,4;11,2;9,1;444;513;586;650;700;582;64;698;1546;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;1. Moins de 1 an;;7,3;8,7;10,0;11,3;13,3;9,6;350;400;490;600;700;513;54;683;;Estimation directe
