Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3500;2024;Agglomération de Rennes;;Appartement;5. Après 2005;;Appart 2P;10,5;11,4;12,4;13,2;14,4;12,3;463;500;535;570;613;540;44;3730;6519;Estimation directe
B3500;2024;Agglomération de Rennes;;Appartement;5. Après 2005;;Appart 3P;9,3;9,9;10,6;11,3;12,4;10,7;589;631;675;728;777;684;64;3218;6432;Estimation directe
B3500;2024;Agglomération de Rennes;;Appartement;5. Après 2005;;Appart 4P+;8,9;9,3;9,9;10,8;12,9;10,3;735;787;878;980;1082;924;89;536;1623;Estimation directe
B3500;2024;Agglomération de Rennes;;Appartement;5. Après 2005;1. Moins de 1 an;;9,7;10,5;11,8;13,1;14,4;11,6;436;510;578;693;821;613;53;3337;;Estimation directe
B3500;2024;Agglomération de Rennes;;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;5016;;
B3500;2024;Agglomération de Rennes;Ville centre;;;;;8,8;10,1;11,6;13,8;17,4;11,3;420;500;595;740;936;650;57;16763;38498;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Maison 1-3P;7,8;8,9;10,4;12,9;16,1;10,7;480;505;600;750;960;653;61;130;347;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Ensemble 4P+;7,4;8,5;9,6;11,0;12,8;9,8;665;770;869;1066;1300;954;97;2065;6580;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Maison 4P+;6,9;8,0;9,3;10,9;12,3;9,3;733;825;994;1177;1400;1030;110;704;982;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Appart 1P;12,7;14,1;16,8;20,1;23,5;16,7;342;385;425;475;520;428;26;3190;8709;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Appart 2P;10,3;11,3;12,5;13,8;16,2;12,6;450;493;537;588;650;546;43;6474;13307;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Appart 3P;8,9;9,7;10,6;11,6;13,0;10,8;550;606;670;732;803;678;63;4904;9554;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Appart 4P+;8,1;9,0;10,0;11,2;13,2;10,3;652;743;819;969;1217;892;86;1361;5598;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Ensemble 1P;12,5;14,1;16,8;20,0;23,5;16,6;342;385;425;474;520;428;26;3201;8743;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Ensemble 2P;10,2;11,3;12,5;13,8;16,2;12,6;450;492;537;588;650;547;43;6514;13426;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;;Ensemble 3P;8,8;9,6;10,6;11,6;13,2;10,7;550;605;672;733;810;680;63;4983;9748;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;1. Moins de 1 an;;9,4;10,6;12,3;14,8;18,2;12,0;414;494;590;736;930;646;54;6418;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;8,2;9,2;10,1;11,2;12,9;10,3;724;776;909;1085;1400;983;95;584;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;12,7;14,3;16,8;20,7;24,7;16,9;336;393;424;472;513;428;25;1570;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;1. Moins de 1 an;Ensemble 2P;10,9;11,8;12,7;14,5;16,5;13,1;464;504;548;597;665;558;43;2516;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9,0;10,0;10,8;12,1;13,9;11,1;574;634;690;750;860;707;63;1748;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;2. 1 an et plus;;8,6;9,8;11,3;13,3;16,9;11,0;423;500;597;741;939;652;59;10345;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;1481;;
B3500;2024;Agglomération de Rennes;Ville centre;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;1631;;
B3500;2024;Agglomération de Rennes;Ville centre;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;3998;;
B3500;2024;Agglomération de Rennes;Ville centre;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;3235;;
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;;;8,1;10,5;12,9;16,9;21,5;12,0;395;459;567;720;959;634;53;1613;3996;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;;Ensemble 4P+;6,5;7,4;8,5;11,3;14,3;9,3;650;750;850;1166;1500;997;107;221;667;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;;Ensemble 1P;12,7;15,0;18,1;22,4;26,5;18,0;355;390;425;481;535;438;24;586;1248;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;;Ensemble 2P;10,3;11,9;13,2;16,4;17,8;13,6;417;480;550;621;743;565;42;555;1385;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;;Ensemble 3P;8,0;10,0;10,8;12,3;15,1;11,1;480;550;678;803;960;693;63;251;695;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;1. Moins de 1 an;;9,4;11,6;14,9;18,1;22,8;12,9;400;443;540;720;930;622;48;655;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;958;;
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;;;8,9;10,0;11,3;13,6;16,2;11,3;421;518;626;774;974;672;59;1715;7772;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;8,4;9,1;10,6;11,7;14,1;10,7;648;729;804;1034;1243;916;85;364;1856;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;12,5;14,5;17,0;20,5;23,5;16,4;310;348;402;441;500;403;25;311;1180;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;9,7;10,8;12,0;13,8;15,5;12,2;427;486;544;590;630;539;44;458;2436;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8,7;9,6;10,6;11,8;13,6;10,8;545;590;664;750;800;673;62;582;2300;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;9,3;10,4;11,5;14,0;16,1;11,7;420;548;664;780;1030;704;60;596;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;1119;;
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;;;8,4;9,9;11,8;15,7;19,2;11,5;418;475;550;725;939;631;55;2021;10990;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;7,9;8,4;9,6;10,9;12,2;9,8;611;720;889;1070;1275;919;94;342;2305;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;12,7;15,1;17,1;19,6;21,8;16,8;371;410;450;484;524;446;27;675;2672;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;10,2;10,9;12,7;14,2;17,3;12,7;455;490;532;595;671;552;44;688;3580;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;7,8;8,7;10,0;11,4;15,3;10,3;500;550;633;730;808;658;64;316;2433;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;9,1;10,5;13,0;16,7;19,2;12,3;414;466;548;735;968;621;50;712;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;1309;;
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;;;8,8;10,1;12,0;14,8;18,4;11,4;410;487;582;716;911;634;56;2772;8368;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;6,9;8,1;9,7;10,9;11,9;9,4;689;774;940;1073;1430;973;103;332;1012;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;12,9;15,0;17,9;20,5;23,5;17,2;362;391;420;467;509;427;25;760;2459;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;10,1;11,2;12,7;14,7;16,7;12,7;450;497;537;599;660;549;43;1081;3077;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;8,9;9,5;10,5;11,8;13,0;10,6;558;620;662;735;829;681;64;599;1820;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;1. Moins de 1 an;;9,0;11,0;13,0;16,6;20,0;12,4;410;480;567;700;904;617;50;1061;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;1711;;
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;;;9,2;10,1;11,3;12,8;13,9;11,0;460;529;620;740;900;661;60;8642;7372;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;;Ensemble 4P+;7,6;8,8;9,6;10,5;12,3;9,7;750;804;900;1070;1273;973;101;806;740;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;;Ensemble 1P;12,1;12,9;13,6;15,2;17,3;14,0;300;366;411;450;497;405;29;869;1184;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;;Ensemble 2P;10,5;11,4;12,4;13,2;14,4;12,3;463;500;535;570;613;540;44;3732;2949;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;;Ensemble 3P;9,3;9,9;10,6;11,4;12,7;10,8;590;632;677;728;778;685;64;3235;2500;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;1. Moins de 1 an;;9,6;10,5;11,7;13,0;14,4;11,5;440;517;598;720;908;650;57;3394;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;5248;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;;;7,0;8,1;9,3;11,0;13,0;9,5;589;750;924;1126;1400;963;101;834;1330;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;;Maison 1-3P;7,8;8,9;10,4;12,9;16,1;10,7;480;505;600;750;960;653;61;130;347;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;;Maison 4P+;6,9;8,0;9,3;10,9;12,3;9,3;733;825;994;1177;1400;1030;110;704;982;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;1. Moins de 1 an;;7,8;8,3;9,8;12,3;12,7;10,2;730;830;1019;1300;1600;1087;107;168;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;7,7;8,6;9,7;11,4;12,7;10,2;800;850;1085;1400;1600;1149;113;153;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;666;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;115;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;551;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;1. Avant 1946;;;6,6;7,6;8,9;12,2;16,1;9,2;491;600;795;960;1272;819;89;157;290;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;64;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;93;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;23;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;134;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;2. Entre 1946-1970;;;7,3;8,6;11,0;13,4;14,4;10,5;580;787;1034;1200;1800;1064;101;94;394;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;17;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;77;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;70;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;3. Entre 1971-1990;;;7,2;9,1;10,4;11,2;12,4;10,1;750;900;1058;1237;1400;1065;106;135;364;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;16;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;119;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;26;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;109;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;4. Entre 1991-2005;;;6,7;7,7;9,0;10,2;11,5;9,0;518;725;958;1073;1440;957;107;159;185;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;14;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;145;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;38;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;121;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;5. Après 2005;;;7,2;8,5;9,3;10,3;11,4;9,3;750;817;976;1123;1400;999;108;289;97;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;270;;
B3500;2024;Agglomération de Rennes;Ville centre;Maison;5. Après 2005;1. Moins de 1 an;;9,3;9,6;11,0;11,4;12,3;10,8;825;965;1085;1400;1600;1167;108;57;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;232;;
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;;;9,3;10,4;11,9;14,1;17,8;11,8;413;488;571;693;811;609;51;15929;37168;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;;Appart 1P;12,7;14,1;16,8;20,1;23,5;16,7;342;385;425;475;520;428;26;3190;8709;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;;Appart 2P;10,3;11,3;12,5;13,8;16,2;12,6;450;493;537;588;650;546;43;6474;13307;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;;Appart 3P;8,9;9,7;10,6;11,6;13,0;10,8;550;606;670;732;803;678;63;4904;9554;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;;Appart 4P+;8,1;9,0;10,0;11,2;13,2;10,3;652;743;819;969;1217;892;86;1361;5598;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;1. Moins de 1 an;;9,6;10,8;12,5;15,2;18,6;12,3;410;482;571;700;838;609;50;6250;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;12,7;14,3;16,8;20,7;24,7;16,9;336;393;424;472;513;428;25;1570;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;10,9;11,8;12,7;14,5;16,5;13,1;464;504;548;597;665;558;43;2515;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;9,3;10,0;10,8;12,0;13,9;11,2;585;638;690;750;850;705;63;1734;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;8,6;9,3;10,2;11,0;12,9;10,4;673;752;850;980;1168;889;86;431;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;9679;;
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;12,4;14,0;16,8;19,4;22,9;16,4;342;380;425;475;528;429;26;1620;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;10,1;11,0;12,4;13,5;15,6;12,4;440;487;532;583;636;540;44;3959;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;8,8;9,6;10,5;11,4;12,5;10,6;545;595;655;724;790;665;63;3170;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;7,9;8,8;9,9;11,4;13,3;10,3;642;713;807;955;1243;893;87;930;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;;;9,4;11,4;13,7;17,4;22,2;13,1;390;443;532;670;850;595;45;1456;3706;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;;Appart 1P;13,2;15,5;18,1;22,8;26,5;18,2;355;395;425;486;535;440;24;576;1231;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;;Appart 2P;10,5;11,9;13,2;16,4;17,7;13,6;406;480;551;621;734;562;41;528;1367;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;;Appart 3P;8,9;10,3;11,1;12,1;15,1;11,4;470;569;670;785;936;684;60;224;645;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;;Appart 4P+;7,3;7,5;9,4;12,8;13,9;10,3;665;713;850;1280;1661;1057;102;128;462;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;10,7;12,5;15,8;19,0;23,7;14,5;395;425;520;693;787;580;40;632;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;824;;
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;;;9,0;10,1;11,4;13,6;16,6;11,5;416;500;610;748;850;637;55;1621;7378;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;12,5;14,5;17,0;20,5;23,5;16,4;310;348;402;441;500;403;25;311;1176;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;10,1;10,8;12,1;14,0;15,5;12,3;421;486;536;590;632;538;44;454;2392;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;8,7;9,6;10,6;11,8;13,6;10,8;545;590;664;748;800;672;62;569;2222;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P+;8,7;9,4;10,6;11,5;13,8;10,8;642;700;786;955;1120;846;78;287;1588;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;9,4;10,4;11,5;14,0;16,3;11,7;420;536;642;775;850;660;56;572;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;1049;;
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;;;8,6;10,0;12,3;16,3;19,3;11,9;412;470;538;658;800;582;49;1886;10626;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;12,7;15,1;17,1;19,6;21,8;16,8;371;410;450;484;524;446;27;674;2664;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;10,2;10,9;12,7;14,2;17,4;12,7;455;490;532;596;671;553;43;685;3544;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;7,8;8,7;10,0;11,4;15,3;10,3;500;550;632;728;808;657;64;304;2392;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P+;8,0;8,2;9,5;10,4;12,2;9,6;584;665;790;900;1050;801;84;223;2027;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;9,0;10,5;13,2;16,8;19,6;12,4;413;460;538;673;828;594;48;686;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;1200;;
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;;;9,5;10,7;12,5;15,2;19,0;12,2;408;476;559;662;774;586;48;2613;8183;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;12,9;15,0;17,9;20,5;23,5;17,2;362;391;420;467;509;427;25;760;2453;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;10,3;11,3;12,7;14,7;16,8;12,8;450;497;538;599;660;549;43;1077;3058;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;8,9;9,5;10,5;11,8;13,0;10,7;570;620;673;739;829;685;64;589;1808;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P+;6,9;9,3;10,7;11,6;12,4;10,4;745;774;852;994;1169;917;88;187;864;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;10,3;11,5;13,5;16,8;20,0;13,2;406;476;550;660;808;586;44;1023;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;1590;;
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;;;9,5;10,4;11,5;12,9;14,1;11,4;450;519;592;700;810;620;54;8353;7275;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;;Appart 1P;12,1;12,9;13,6;15,2;17,3;14,0;300;366;411;450;497;405;29;869;1184;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;;Appart 2P;10,5;11,4;12,4;13,2;14,4;12,3;463;500;535;570;613;540;44;3730;2946;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;;Appart 3P;9,3;9,9;10,6;11,3;12,4;10,7;589;631;675;728;777;684;64;3218;2488;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;;Appart 4P+;8,9;9,3;9,9;10,8;12,9;10,3;735;787;878;980;1082;924;89;536;657;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;1. Moins de 1 an;;9,7;10,5;11,8;13,1;14,4;11,6;436;510;578;693;821;613;53;3337;;Estimation directe
B3500;2024;Agglomération de Rennes;Ville centre;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;5016;;
B3500;2024;Agglomération de Rennes;Périphérie;;;;;;;;;;;;;;;;;;;22410;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Maison 1-3P;;;;;;;;;;;;;;;1064;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Ensemble 4P+;;;;;;;;;;;;;;;7022;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Maison 4P+;;;;;;;;;;;;;;;5130;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Appart 1P;;;;;;;;;;;;;;;1362;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Appart 2P;;;;;;;;;;;;;;;6613;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Appart 3P;;;;;;;;;;;;;;;6349;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Appart 4P+;;;;;;;;;;;;;;;1891;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Ensemble 1P;;;;;;;;;;;;;;;1405;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Ensemble 2P;;;;;;;;;;;;;;;6854;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;;;Ensemble 3P;;;;;;;;;;;;;;;7129;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;1. Avant 1946;;;;;;;;;;;;;;;;;1078;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;1. Avant 1946;;Ensemble 4P+;;;;;;;;;;;;;;;528;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;;39;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;1. Avant 1946;;Ensemble 2P;;;;;;;;;;;;;;;217;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;1. Avant 1946;;Ensemble 3P;;;;;;;;;;;;;;;293;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;1435;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;2. Entre 1946-1970;;Ensemble 4P+;;;;;;;;;;;;;;;671;Estimation directe
B3500;2024;Agglomération de Rennes;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;;92;Estimation directe
