Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B7900;2024;Agglomération de Niort;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,2;8,8;11,7;12,9;13,0;9,8;260;260;500;550;640;491;50;55;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;159;;
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;;;7,2;8,3;9,8;11,4;12,9;9,5;342;375;439;530;600;460;49;397;1312;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;;Appart 1P;9,9;10,6;12,5;12,5;15,9;11,9;294;341;370;385;400;360;30;65;224;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;;Appart 2P;7,9;9,0;10,5;11,7;13,1;10,2;330;380;430;497;528;429;42;202;537;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;;Appart 3P;6,6;7,8;8,3;9,3;10,5;8,3;410;474;530;593;660;536;65;104;392;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;26;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;7,9;9,1;10,8;12,5;13,8;10,3;350;413;489;540;609;478;46;126;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;271;;
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;;;6,7;8,1;9,7;10,7;13,2;9,2;300;400;470;550;610;486;53;253;1534;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;30;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;;Appart 2P;6,5;9,2;10,5;11,0;13,4;10,1;400;420;470;510;580;477;47;138;768;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;;Appart 3P;7,8;8,2;9,1;9,7;10,9;9,1;444;484;580;600;653;554;61;67;407;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;18;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;8,3;9,7;10,4;11,8;14,5;10,1;360;433;470;600;659;516;51;85;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;168;;
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;;;7,9;8,7;10,2;11,4;12,6;9,7;400;465;500;590;657;524;54;346;1178;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;15;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;;Appart 2P;9,1;10,2;11,1;12,1;13,1;10,9;407;456;475;500;525;472;43;191;592;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;;Appart 3P;7,7;8,3;8,9;9,8;10,2;8,9;500;500;596;637;800;593;67;121;447;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;19;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;1. Moins de 1 an;;8,2;8,9;10,2;12,1;13,1;10,1;400;490;525;600;800;547;54;127;;Estimation directe
B7900;2024;Agglomération de Niort;;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;219;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;;4,9;5,5;6,6;7,7;9,2;6,3;352;420;525;600;710;527;84;756;5320;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Maison 1-3P;5,1;5,8;6,7;7,9;8,9;6,6;350;400;460;530;600;471;71;216;1278;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Ensemble 4P+;4,6;5,2;6,1;7,1;7,6;5,9;440;510;590;680;760;600;102;321;2922;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Maison 4P+;4,5;5,2;6,1;7,0;7,6;5,9;440;520;590;680;760;602;103;285;2738;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Appart 1P;;;;;;;;;;;;;;37;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Appart 2P;7,0;7,8;8,3;9,3;9,7;8,4;300;325;370;450;540;390;46;94;537;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Appart 3P;5,3;6,0;6,8;8,9;9,5;7,1;375;400;450;520;615;467;66;88;403;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Appart 4P+;;;;;;;;;;;;;;36;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Ensemble 1P;;;;;;;;;;;;;;44;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Ensemble 2P;6,3;7,6;8,3;9,3;10,2;8,1;300;325;370;406;540;381;47;134;781;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;;Ensemble 3P;5,3;5,7;6,5;7,7;8,9;6,6;400;420;497;540;615;494;75;257;1422;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;1. Moins de 1 an;;5,2;6,0;7,0;8,3;9,5;6,8;400;480;570;680;760;573;84;271;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;1. Moins de 1 an;Ensemble 4P+;4,9;5,4;6,7;7,5;7,9;6,4;500;570;650;710;790;644;101;131;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;1. Moins de 1 an;Ensemble 1P;;;;;;;;;;;;;;19;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;1. Moins de 1 an;Ensemble 2P;;;;;;;;;;;;;;42;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;1. Moins de 1 an;Ensemble 3P;5,4;6,0;7,5;8,6;9,5;7,2;400;430;510;590;630;515;72;79;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;2. 1 an et plus;;4,8;5,4;6,3;7,5;8,9;6,1;348;409;500;600;679;507;83;485;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;190;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;25;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;92;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;178;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;;;4,6;5,1;6,2;7,9;9,2;5,9;320;400;450;540;627;478;81;323;1430;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;;Ensemble 4P+;3,9;4,7;5,2;6,2;6,9;5,1;415;440;551;627;750;559;110;119;738;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;23;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;;Ensemble 2P;6,3;7,3;8,3;8,7;10,0;7,9;300;325;380;428;540;390;49;67;244;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;;Ensemble 3P;5,1;5,4;6,1;7,2;8,3;6,2;384;410;450;520;550;467;75;114;375;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;1. Moins de 1 an;;4,9;5,6;6,9;8,3;10,3;6,6;380;425;516;560;630;504;76;127;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;196;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;;;4,3;5,1;6,3;7,7;9,3;6,1;390;480;575;600;714;547;89;104;1034;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;;Ensemble 4P+;;;;;;;;;;;;;;45;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;6;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;16;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;;Ensemble 3P;;;;;;;;;;;;;;37;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;38;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;66;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;;;5,4;5,8;7,1;8,4;9,7;6,9;350;468;560;682;710;558;81;89;1147;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;;Ensemble 4P+;;;;;;;;;;;;;;42;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;4;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;;Ensemble 2P;;;;;;;;;;;;;;13;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;30;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;65;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;;;5,2;6,0;6,7;7,3;9,0;6,6;380;502;570;600;650;550;84;136;978;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;;Ensemble 4P+;5,2;6,0;6,6;7,0;7,3;6,4;531;550;580;600;660;587;92;57;514;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;11;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;28;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;40;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;39;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;97;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;;;5,5;6,2;7,1;7,6;8,4;7,0;418;516;600;734;820;622;90;104;731;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;;Ensemble 4P+;5,5;5,7;6,8;7,5;7,8;6,7;500;550;680;760;830;670;100;58;434;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;;8;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;10;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;36;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;43;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;61;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;;;4,7;5,3;6,3;7,2;8,0;6,0;400;461;550;627;744;560;93;501;4016;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;;Maison 1-3P;5,1;5,8;6,7;7,9;8,9;6,6;350;400;460;530;600;471;71;216;1278;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;;Maison 4P+;4,5;5,2;6,1;7,0;7,6;5,9;440;520;590;680;760;602;103;285;2738;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;1. Moins de 1 an;;4,9;5,6;6,7;7,5;8,4;6,5;440;520;600;700;770;613;94;195;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;1. Moins de 1 an;Maison 1-3P;5,3;5,9;7,1;8,1;11,4;7,1;380;440;516;580;615;511;72;71;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;1. Moins de 1 an;Maison 4P+;4,9;5,3;6,7;7,2;8,1;6,4;480;570;650;711;790;646;102;124;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;306;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;145;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;161;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;1. Avant 1946;;;4,1;4,9;5,6;6,7;7,9;5,4;384;421;477;570;670;509;94;209;1070;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;102;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;107;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;1. Avant 1946;1. Moins de 1 an;;4,8;5,2;6,0;7,1;8,2;6,1;420;447;520;580;690;532;88;89;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;120;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;2. Entre 1946-1970;;;4,3;5,1;6,3;6,8;8,4;6,0;410;500;575;600;720;566;95;76;764;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;33;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;43;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;27;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;49;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;3. Entre 1971-1990;;;5,3;5,8;6,7;7,6;10,5;6,8;400;520;621;700;710;599;88;57;860;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;21;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;36;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;18;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;39;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;4. Entre 1991-2005;;;5,2;6,0;6,5;7,1;7,5;6,4;487;550;570;600;650;575;90;87;705;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;53;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;25;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;62;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;5. Après 2005;;;5,5;6,2;7,1;7,6;8,1;6,9;485;550;650;760;820;651;95;72;617;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;26;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;46;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;36;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;36;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;;;5,5;6,7;8,3;9,3;11,9;7,7;292;340;400;517;590;424;55;255;1304;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;;Appart 1P;;;;;;;;;;;;;;37;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;;Appart 2P;7,0;7,8;8,3;9,3;9,7;8,4;300;325;370;450;540;390;46;94;537;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;;Appart 3P;5,3;6,0;6,8;8,9;9,5;7,1;375;400;450;520;615;467;66;88;403;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;;Appart 4P+;;;;;;;;;;;;;;36;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;1. Moins de 1 an;;6,1;7,6;8,3;9,5;11,9;8,2;274;400;460;540;600;465;56;76;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;17;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;1. Moins de 1 an;Appart 2P;;;;;;;;;;;;;;28;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;24;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;7;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;179;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;20;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;2. 1 an et plus;Appart 2P;6,3;7,7;8,6;9,3;9,7;8,2;300;325;361;380;445;355;43;66;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;2. 1 an et plus;Appart 3P;5,3;5,4;6,1;7,8;9,3;6,6;350;378;445;520;589;458;69;64;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;29;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;;;5,4;6,1;8,3;9,3;12,8;7,6;293;320;400;500;540;407;53;114;360;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;21;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;;Appart 2P;;;;;;;;;;;;;;43;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;38;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;12;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;38;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;76;;
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;28;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;2;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;14;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;10;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;2;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;17;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;32;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;4;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;;Appart 2P;;;;;;;;;;;;;;9;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;13;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;6;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;26;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;;;;;;;;;;;;;;;;49;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;10;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;20;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;15;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;4;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;14;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;35;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;;;;;;;;;;;;;;;;32;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;;7;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;;Appart 2P;;;;;;;;;;;;;;8;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;12;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;12;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;7;;Estimation directe
B7900;2024;Communauté d'agglomération du Bocage Bressuirais;;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;25;;Estimation directe
B7900;2024;Communautés de communes Mellois en Poitou et Haut Val de Sèvres;;;;;;4,6;5,4;6,1;7,5;9,3;6,0;380;450;570;650;730;557;93;781;5623;Estimation directe
B7900;2024;Communautés de communes Mellois en Poitou et Haut Val de Sèvres;;;;;Maison 1-3P;4,8;5,6;6,4;8,1;10,3;6,5;373;390;460;585;630;486;75;148;1200;Estimation directe
B7900;2024;Communautés de communes Mellois en Poitou et Haut Val de Sèvres;;;;;Ensemble 4P+;4,3;4,9;5,8;6,8;7,8;5,7;450;540;600;680;750;608;107;410;3590;Estimation directe
B7900;2024;Communautés de communes Mellois en Poitou et Haut Val de Sèvres;;;;;Maison 4P+;4,2;4,9;5,8;6,8;7,8;5,7;458;544;600;683;769;611;108;332;3366;Estimation directe
B7900;2024;Communautés de communes Mellois en Poitou et Haut Val de Sèvres;;;;;Appart 1P;;;;;;;;;;;;;;27;;Estimation directe
B7900;2024;Communautés de communes Mellois en Poitou et Haut Val de Sèvres;;;;;Appart 2P;6,6;8,0;9,4;11,6;12,5;9,4;300;325;355;424;590;395;42;109;394;Estimation directe
